pathway,pval,padj,log2err,ES,NES,size,leadingEdge
KEGG_BLADDER_CANCER,0.01638771847547994,0.07029838891091073,0.35248785758361917,0.5202187390255084,1.635445415364599,41,
PID_IL8_CXCR1_PATHWAY,0.01416194829688307,0.06361738122577361,0.3807304007227924,0.5688849713303745,1.6348239063174086,27,
BIOCARTA_CARDIACEGF_PATHWAY,0.02139013262744563,0.08433703179933691,0.35248785758361917,0.6280699245544611,1.6331623439003973,17,
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION,0.0012050416379594793,0.009194191733896942,0.45505986738722953,0.4384118091461498,1.632858461934776,118,
WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,0.01763769790465457,0.0734536627320927,0.35248785758361917,0.5905597965142447,1.6326762453813979,22,
REACTOME_SELENOAMINO_ACID_METABOLISM,0.00248709461932543,0.016300662767316506,0.4317076958033464,0.44014832608878457,1.6305728057891546,115,
WP_ANGIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY,0.0207990644382263,0.08250919878764032,0.35248785758361917,0.5666442584488132,1.63006010542697,28,
PID_HIF2PATHWAY,0.01169543235593458,0.055269903734073825,0.3807304007227924,0.5439723092780551,1.6266204586540132,34,
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS,0.021740954871809017,0.08521601723283573,0.35248785758361917,0.5957995466062251,1.625776134789914,20,
WP_TYPE_I_INTERFERON_INDUCTION_AND_SIGNALING_DURING_SARSCOV2_INFECTION,0.0222586318152797,0.08659423100017606,0.35248785758361917,0.5648364629893273,1.6248596375613877,28,
REACTOME_G0_AND_EARLY_G1,0.018035217494574648,0.07464264963075512,0.35248785758361917,0.5651823029427647,1.6241834234389905,27,
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,0.01192701758268954,0.05609907799481503,0.3807304007227924,0.5431475771714311,1.6241542924638193,34,
WP_REGULATORY_CIRCUITS_OF_THE_STAT3_SIGNALING_PATHWAY,0.002511529875800395,0.01635727674690872,0.4317076958033464,0.4754387416853125,1.6226871643868603,71,
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,0.007668865334194937,0.039107300517999176,0.40701791892395395,0.4983012780962828,1.6218586972197166,49,
PID_HES_HEY_PATHWAY,0.007607827183453788,0.03889525969238906,0.40701791892395395,0.5033566159486323,1.6214159897119447,47,
WP_WHITE_FAT_CELL_DIFFERENTIATION,0.012720227855593135,0.058454564329495806,0.3807304007227924,0.551563156183642,1.621409714026799,31,
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME,0.020605355462112396,0.08221577957836862,0.35248785758361917,0.5831522076301289,1.620679685602746,23,
WP_FERROPTOSIS,0.006396886716657939,0.033300459756768805,0.40701791892395395,0.48217119058442337,1.6178072192801114,62,
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.005590745118345091,0.029962197028342723,0.40701791892395395,0.477736394682827,1.6154799090229879,67,
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,0.0025585433019599496,0.016605610586421883,0.4317076958033464,0.4524243902599698,1.6122961371355227,91,
REACTOME_SIGNALING_BY_HIPPO,0.025428246352624053,0.09682107515980092,0.35248785758361917,0.5879581888865707,1.6043791862397156,20,
REACTOME_SIGNALING_BY_CSF3_G_CSF,0.01613879216146114,0.06937945275432433,0.35248785758361917,0.5480917377895742,1.6035273716235225,30,
WP_TGFBETA_SIGNALING_IN_THYROID_CELLS_FOR_EPITHELIALMESENCHYMAL_TRANSITION,0.0255963669896662,0.09727592701966298,0.35248785758361917,0.6159188322835332,1.6015660111382195,17,
REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION,0.02335270453260268,0.09011979992407868,0.35248785758361917,0.5762598919749526,1.6015247620288464,23,
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,0.004767680442946589,0.02669633951106507,0.40701791892395395,0.4673033746181245,1.6007030386812786,74,
WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR,0.016845588288756774,0.07180027929472237,0.35248785758361917,0.5471207500545762,1.6006865964334798,30,
WP_FOCAL_ADHESION,4.488994445290125e-4,0.004398774458889686,0.49849310876659025,0.4052117116949923,1.5997707574856532,195,
BIOCARTA_FCER1_PATHWAY,0.015231565486663289,0.0667717092277191,0.3807304007227924,0.5214853739293605,1.5993197305809537,38,
WP_IL6_SIGNALING_PATHWAY,0.014982979106317152,0.06643879744034385,0.3807304007227924,0.5069199606674182,1.598212950243642,42,
WP_HEDGEHOG_SIGNALING_PATHWAY_WP47,0.02631081309527277,0.09942403663034077,0.35248785758361917,0.6223459085988172,1.5942265605214117,16,
PID_CASPASE_PATHWAY,0.008431801216280399,0.04256356220036494,0.3807304007227924,0.4879281943404094,1.59380649971374,51,
WP_TUMOR_SUPPRESSOR_ACTIVITY_OF_SMARCB1,0.015287547318859304,0.06687047503369747,0.3807304007227924,0.5419241538360606,1.5930742970130272,31,
WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX,0.01778798386834414,0.07392552963164228,0.35248785758361917,0.5441815655608921,1.5920875564171473,30,
WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT,0.0027093056128817874,0.01741447562749419,0.4317076958033464,0.4355237996735548,1.5916331694340033,108,
WP_KIT_RECEPTOR_SIGNALING_PATHWAY,0.013805025541942692,0.0624349458333562,0.3807304007227924,0.47721419144500404,1.5912822059981748,59,
REACTOME_TIE2_SIGNALING,0.025140921165210627,0.0959097355138474,0.35248785758361917,0.5998559876003655,1.5911677935173856,18,
WP_IL5_SIGNALING_PATHWAY,0.016134160729050603,0.06937945275432433,0.35248785758361917,0.5187263654147185,1.5908582530881918,38,
KEGG_PANCREATIC_CANCER,0.004873042486254246,0.026983966565158553,0.40701791892395395,0.4672745551470723,1.589773508336874,69,
PID_ARF6_PATHWAY,0.013903676545606156,0.06273916346425894,0.3807304007227924,0.5268663465085298,1.5897459232135591,35,
WP_BLOOD_CLOTTING_CASCADE,0.026590370014461344,0.10019175598855892,0.35248785758361917,0.6112937244657368,1.5895394013146993,17,
PID_IL2_STAT5_PATHWAY,0.03055829966569772,0.11106552914859953,0.35248785758361917,0.5520268438714422,1.588010329060602,28,
PID_EPO_PATHWAY,0.010160928320367088,0.04954072124978978,0.3807304007227924,0.5366486970452828,1.5878084002538906,33,
BIOCARTA_G1_PATHWAY,0.03055829966569772,0.11106552914859953,0.35248785758361917,0.5519360636615003,1.5877491825010417,28,
WP_CYTOSOLIC_DNASENSING_PATHWAY,0.0068305098047593904,0.03528214237652202,0.40701791892395395,0.47549896651663537,1.58682213750387,60,
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,0.03161139673855904,0.11281785849416008,0.3217759180753611,0.6283527196923295,1.586253499800064,15,
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON,0.02831538801765807,0.10501384164619385,0.35248785758361917,0.6188272564234106,1.5852130381735277,16,
"NABA_ECM_AFFILIATED",0.0025120980296653213,0.01635727674690872,0.4317076958033464,0.41618880492240157,1.5837059080193039,139,
REACTOME_INTERLEUKIN_1_SIGNALING,0.004134508070824278,0.0239561786480514,0.40701791892395395,0.4391007096072864,1.5830625863193861,98,
WP_SMALL_LIGAND_GPCRS,0.0285783792002094,0.10538529074520642,0.35248785758361917,0.6084171479360931,1.582059475459478,17,
REACTOME_SIGNALING_BY_MET,0.006351774680574315,0.033151951922893094,0.40701791892395395,0.4561478437865337,1.5819296249644852,78,
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS,0.03366737862986342,0.11786530627162344,0.3217759180753611,0.626100421539183,1.5805676553435122,15,
WP_LEPTININSULIN_SIGNALING_OVERLAP,0.03366737862986342,0.11786530627162344,0.3217759180753611,0.6256950864730484,1.5795444017677776,15,
REACTOME_CELLULAR_SENESCENCE,0.0016068397960040275,0.011595724081641005,0.45505986738722953,0.40859549198388245,1.57822151737387,153,
WP_GDNFRET_SIGNALING_AXIS,0.030718716099762525,0.11130843403464084,0.35248785758361917,0.5769426969265368,1.5775487000443156,21,
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,0.0027069877937550427,0.01741447562749419,0.4317076958033464,0.41709340645499066,1.5769551302039244,131,
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_INTERFERON_INDUCTION,0.017388088005689754,0.07271712954680715,0.35248785758361917,0.5362243385846054,1.5763187619246926,31,
WP_OSTEOBLAST_DIFFERENTIATION_AND_RELATED_DISEASES,0.0022175595840785408,0.014776338695243342,0.4317076958033464,0.4287173730692518,1.5761877133466946,111,
REACTOME_MEIOTIC_RECOMBINATION,0.01261360622798237,0.0582323299070133,0.3807304007227924,0.49268045891896517,1.575044816979313,45,
PID_GMCSF_PATHWAY,0.012253443847391274,0.05686609892916115,0.3807304007227924,0.5319547153257955,1.5739200899945418,33,
WP_BREAST_CANCER_PATHWAY,0.0021947566511917363,0.014722545455477453,0.4317076958033464,0.4100835750312287,1.5736108881218691,146,
REACTOME_SIGNALING_BY_VEGF,0.004090229537267926,0.023837810043727654,0.40701791892395395,0.4318709474900597,1.573494725635285,104,
BIOCARTA_MITOCHONDRIA_PATHWAY,0.033601108493591186,0.11786530627162344,0.3217759180753611,0.5808564389824569,1.570894970542276,19,
BIOCARTA_DEATH_PATHWAY,0.030736496041581664,0.11130843403464084,0.35248785758361917,0.5403464234762719,1.5706218632419768,29,
KEGG_P53_SIGNALING_PATHWAY,0.00867888948020209,0.043590703695788886,0.3807304007227924,0.4644631957967881,1.5705961899521432,67,
PID_TCR_PATHWAY,0.01061062702538254,0.05135749013012033,0.3807304007227924,0.47071155785091773,1.570574500735944,61,
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,0.02621550842543582,0.0992515176940269,0.35248785758361917,0.49934414898151697,1.5698206117502345,41,
REACTOME_CDC42_GTPASE_CYCLE,0.0018611556761295024,0.012918229849246095,0.45505986738722953,0.4063810289828839,1.5696680378906895,153,
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,0.012611072114515473,0.0582323299070133,0.3807304007227924,0.4822115670789451,1.5695658134010995,50,
WP_TNFALPHA_SIGNALING_PATHWAY,0.004475932470055776,0.02556396859326142,0.40701791892395395,0.4415053854508697,1.5685591617901926,90,
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,0.0038630255158176893,0.022779315652270093,0.4317076958033464,0.4276392220736511,1.5682130439999968,110,
WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION,0.01205830943377293,0.056319066724560954,0.3807304007227924,0.4742087902721738,1.56783000983724,56,
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,0.026744465294864267,0.10019175598855892,0.35248785758361917,0.5453624499714707,1.5676519124987112,26,
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,0.011532766697928147,0.05463033324445111,0.3807304007227924,0.4662507463362386,1.5676410950223567,63,
REACTOME_DECTIN_2_FAMILY,0.03171767707539668,0.11281785849416008,0.3217759180753611,0.5733037932000881,1.5675987554937973,21,
REACTOME_SIGNALING_BY_ALK,0.02749066797830881,0.10252583076238678,0.35248785758361917,0.5453508082599645,1.567192989099286,27,
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX,0.045,0.1443900481540931,0.27650059925447157,0.6116274546957522,1.5667697335962332,16,
WP_DOPAMINERGIC_NEUROGENESIS,0.026744465294864267,0.10019175598855892,0.35248785758361917,0.5450220726036599,1.5666734930427186,26,
PID_CD40_PATHWAY,0.03168954688410911,0.11281785849416008,0.3217759180753611,0.5381783726784464,1.5643200023695072,29,
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES,0.047933884297520664,0.15137414646247047,0.26635065708852557,0.6015429463181874,1.564184575248794,17,
PID_AR_PATHWAY,0.01269855736053937,0.058454564329495806,0.3807304007227924,0.47302542282725446,1.5639175581263722,56,
WP_NANOMATERIAL_INDUCED_APOPTOSIS,0.03283432526087496,0.11616958618847618,0.3217759180753611,0.5728481365656531,1.5631479322068713,20,
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS,0.03609309811634094,0.12396924937210574,0.3217759180753611,0.5889569477285289,1.5622571856668195,18,
WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,0.027708204192510712,0.10314469307416929,0.35248785758361917,0.5433540936923983,1.5618788645706199,26,
REACTOME_CD28_CO_STIMULATION,0.014120582575958825,0.06357442470572454,0.3807304007227924,0.527866843259547,1.5618251056189347,33,
WP_FAS_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS,0.022529846266746617,0.08745080133442036,0.35248785758361917,0.4953599791435883,1.561766738593903,42,
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,0.010944393975024776,0.05271769531584223,0.3807304007227924,0.46543950166978393,1.5616681391246925,62,
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX,0.024860610798682934,0.0950605768092183,0.35248785758361917,0.5329872764041772,1.5593369275880142,30,
REACTOME_SUMOYLATION,0.003056089831689413,0.01879730330322196,0.4317076958033464,0.39773191808270436,1.559219442021285,172,
KEGG_CHRONIC_MYELOID_LEUKEMIA,0.006291155479163777,0.032921517808503636,0.40701791892395395,0.4572446994007735,1.559208168142647,72,
WP_EICOSANOID_METABOLISM_VIA_LIPOOXYGENASES_LOX,0.03359565014470796,0.11786530627162344,0.3217759180753611,0.5361827903647312,1.5585194546548469,29,
WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE,0.029014322164970126,0.10642133946380786,0.35248785758361917,0.5416469026542284,1.5583541800445633,25,
"NABA_ECM_GLYCOPROTEINS",0.001676169682107025,0.0119589616818117,0.45505986738722953,0.3958005294222381,1.5576742173562508,182,
WP_HEDGEHOG_SIGNALING_PATHWAY_WP4249,0.02297596740170334,0.08900961014729647,0.35248785758361917,0.4939920158990312,1.557453835685069,42,
REACTOME_APOPTOTIC_EXECUTION_PHASE,0.014551192964924728,0.06492820253768868,0.3807304007227924,0.47823690858816503,1.5566285706782357,50,
WP_TGFBETA_SIGNALING_PATHWAY,0.00405831520065149,0.023729231033635383,0.40701791892395395,0.41439588294809293,1.5557769380922546,129,
KEGG_CELL_CYCLE,0.003232082524296136,0.019578584745660533,0.4317076958033464,0.41583735715478526,1.555618052539772,124,
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,0.011093866534149444,0.05295265360027307,0.3807304007227924,0.45551443371912237,1.554719815996344,70,
REACTOME_NOD1_2_SIGNALING_PATHWAY,0.018270032894260813,0.07505642492201597,0.35248785758361917,0.5149931862701423,1.5539203135314796,35,
WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873,0.018270032894260813,0.07505642492201597,0.35248785758361917,0.5149331191182102,1.5537390692547555,35,
WP_PLURIPOTENT_STEM_CELL_DIFFERENTIATION_PATHWAY,0.023422088808848166,0.09021340178976395,0.35248785758361917,0.4926803581810706,1.553318452362677,42,
BIOCARTA_GSK3_PATHWAY,0.042692939244663386,0.13967788142402962,0.28201335001172506,0.5691381843147968,1.5530244739649022,20,
REACTOME_ARACHIDONIC_ACID_METABOLISM,0.0144264684537968,0.06451568330903759,0.3807304007227924,0.47139533864139493,1.5524383513708848,54,
PID_SHP2_PATHWAY,0.013669220032674897,0.062101751921175265,0.3807304007227924,0.4723762916383488,1.5515178248425856,53,
WP_GPCRS_CLASS_A_RHODOPSINLIKE,0.001612611953324762,0.011595724081641005,0.45505986738722953,0.3933400207419732,1.5493598811666294,186,
WP_CELL_CYCLE,0.002858272448627806,0.01802437656161154,0.4317076958033464,0.4154280008023774,1.5464579683212727,120,
PID_KIT_PATHWAY,0.016060179267503073,0.06937945275432433,0.35248785758361917,0.47053910823413153,1.5459142332555416,52,
WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS,0.005519676324467823,0.029660841324223596,0.40701791892395395,0.45289946960386723,1.5457599300358313,71,
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,0.04433497536945813,0.1434071452484576,0.27650059925447157,0.5660553576899042,1.5446122722722448,20,
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,0.007260835664299163,0.037216437161369305,0.40701791892395395,0.4322888637066008,1.5440211388038938,92,
REACTOME_GPCR_LIGAND_BINDING,5.491246985009125e-5,8.781602178426594e-4,0.557332238758646,0.3696939004056985,1.542330529395331,384,
REACTOME_HSF1_ACTIVATION,0.03054288031848509,0.11106552914859953,0.35248785758361917,0.5270126689669994,1.5418572870467109,30,
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,0.0046293889678728295,0.026107621565812235,0.40701791892395395,0.4102088804268087,1.5408710868349498,128,
BIOCARTA_TFF_PATHWAY,0.04597701149425287,0.14635039168313932,0.27128855468895297,0.5644773018505254,1.5403061838610639,20,
WP_ENDODERM_DIFFERENTIATION,0.00505553795307014,0.027485575238454896,0.40701791892395395,0.4073482451926045,1.5401104287304601,131,
WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE,0.03343830114360009,0.11786530627162344,0.3217759180753611,0.5567651029495375,1.5392465982419992,22,
PID_TGFBR_PATHWAY,0.016777408514341355,0.07166247782087258,0.35248785758361917,0.4670859686665646,1.5382463756113152,54,
WP_TYPE_2_PAPILLARY_RENAL_CELL_CARCINOMA,0.02676458113951499,0.10019175598855892,0.35248785758361917,0.5144069546913175,1.5382122624684877,34,
WP_METABOLIC_PATHWAY_OF_LDL_HDL_AND_TG_INCLUDING_DISEASES,0.04786324786324787,0.15137414646247047,0.27128855468895297,0.6092784163835538,1.5381011174970027,15,
WP_FOLATE_METABOLISM,0.021724057773658396,0.08521601723283573,0.35248785758361917,0.4611270083878119,1.537639106940222,59,
WP_PHOTODYNAMIC_THERAPYINDUCED_NFE2L2_NRF2_SURVIVAL_SIGNALING,0.03840231063950512,0.1296726671763019,0.3217759180753611,0.5519729231297998,1.5340271233040157,23,
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,0.009264800929381655,0.04618537919659334,0.3807304007227924,0.45066500850914804,1.5332640816206113,69,
PID_VEGFR1_PATHWAY,0.03397252442517744,0.1187256579124645,0.3217759180753611,0.5332556644157772,1.5328507898112445,26,
REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX,0.04957264957264957,0.15429687340262763,0.26635065708852557,0.6070121217677747,1.5323799394815436,15,
BIOCARTA_AMI_PATHWAY,0.055,0.16633131618759453,0.24891111443470243,0.5975078356486679,1.5306003438753533,16,
WP_GASTRIN_SIGNALING_PATHWAY,0.004851007323127424,0.026936565663699227,0.40701791892395395,0.41615358813970316,1.5299967150736058,111,
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS,0.05128205128205128,0.1577120315581854,0.2616635217115731,0.6059788772130815,1.5297715513268237,15,
REACTOME_SIGNALING_BY_ERYTHROPOIETIN,0.03237127871528501,0.11473437260967151,0.3217759180753611,0.5314481252436054,1.5290116188089933,25,
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION,0.03480459743745088,0.12078887200948665,0.3217759180753611,0.5224733514230877,1.5285768096589132,30,
PID_FAS_PATHWAY,0.019548384047741094,0.07923426186901049,0.35248785758361917,0.49982168019651824,1.528265359620531,37,
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA,0.028626419647147117,0.10538529074520642,0.35248785758361917,0.5108459358547576,1.527563878360686,34,
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,0.001933095594773217,0.01332502791017814,0.45505986738722953,0.3874500478535755,1.5272766230103783,199,
BIOCARTA_TCR_PATHWAY,0.01334586013453988,0.06090953061403018,0.3807304007227924,0.48320436320996435,1.5272022851450306,44,
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,0.038194758614439786,0.12920501473904844,0.3217759180753611,0.5313784112035125,1.527040040985666,27,
WP_MITOCHONDRIAL_LONG_CHAIN_FATTY_ACID_BETAOXIDATION,0.05785123966942149,0.17107193505794904,0.24133997681509095,0.587172250978454,1.5268166364780174,17,
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX,0.020802719454212467,0.08250919878764032,0.35248785758361917,0.46404035703410457,1.5245631663565298,52,
REACTOME_INTERLEUKIN_37_SIGNALING,0.04926108374384237,0.15386391625615764,0.2616635217115731,0.5586424245550963,1.5243843787667646,20,
WP_INTEGRATED_CANCER_PATHWAY,0.01833534194877911,0.07510727163034721,0.35248785758361917,0.48354827497024544,1.5243254235047974,43,
PID_EPHA_FWDPATHWAY,0.021822574126410307,0.08536854340253268,0.35248785758361917,0.5147751662766998,1.523090129085448,33,
BIOCARTA_IL12_PATHWAY,0.05785123966942149,0.17107193505794904,0.24133997681509095,0.5856906221094125,1.5229639755210849,17,
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE,0.04926108374384237,0.15386391625615764,0.2616635217115731,0.5581178113542182,1.5229528509536914,20,
PID_DELTA_NP63_PATHWAY,0.020510659846083586,0.08216594996457131,0.35248785758361917,0.47588899239564375,1.521364359720932,45,
BIOCARTA_TGFB_PATHWAY,0.053833605220228384,0.16379509411755944,0.24891111443470243,0.5624741980962537,1.5211811896190255,19,
REACTOME_ANCHORING_FIBRIL_FORMATION,0.0547008547008547,0.16567728567728568,0.2529611230696109,0.6025698615292662,1.5211656156956814,15,
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE,0.009562960278935115,0.04720088295701555,0.3807304007227924,0.43263957217230764,1.5200443333983846,84,
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,0.05546492659053834,0.16723135483331242,0.24504178543099617,0.5619600958928243,1.5197908278850198,19,
PID_FOXM1_PATHWAY,0.028517988307138236,0.10538529074520642,0.35248785758361917,0.49259496723129603,1.5196655650643243,39,
REACTOME_ATTENUATION_PHASE,0.042087167889346376,0.13814819147915175,0.3217759180753611,0.5287878585330517,1.5195954825078075,27,
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,7.576446822597356e-4,0.0064448158290945174,0.47727081536286214,0.3761765388757136,1.519373093565209,265,
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,0.05950413223140496,0.17544064945513055,0.2377938344236881,0.5836678906008624,1.517704292160306,17,
PID_TRAIL_PATHWAY,0.043060270882700924,0.14064947956620774,0.3217759180753611,0.5269100804410337,1.5141992483474798,27,
WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN,0.04180602006688963,0.13745104295018484,0.2878571172551493,0.547010338769769,1.5122783355027978,22,
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,0.031419182282482506,0.11281785849416008,0.3217759180753611,0.5055142262856437,1.5116206626550335,34,
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,0.006573728472416586,0.03413216419833963,0.40701791892395395,0.40665605548508355,1.5112699908786835,117,
BIOCARTA_41BB_PATHWAY,0.06153846153846154,0.17906169521890047,0.2377938344236881,0.5983253892319407,1.510450600346128,15,
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,0.019573782578269867,0.07923426186901049,0.35248785758361917,0.4488279421831738,1.5090616632563132,63,
WP_OVERVIEW_OF_NANOPARTICLE_EFFECTS,0.059602649006622516,0.17547230539652198,0.2377938344236881,0.5686336051981304,1.5083478328230562,18,
WP_INTERLEUKIN11_SIGNALING_PATHWAY,0.01603740414296934,0.06937945275432433,0.35248785758361917,0.47678071253596765,1.5068998732977303,44,
PID_SYNDECAN_2_PATHWAY,0.03166426170746287,0.11281785849416008,0.3217759180753611,0.512570175321799,1.5067834971748468,31,
REACTOME_RHOJ_GTPASE_CYCLE,0.015753809594623264,0.06860972849597366,0.35248785758361917,0.45747646015488064,1.506730954346642,55,
WP_INTERLEUKIN1_IL1_STRUCTURAL_PATHWAY,0.023180365790704774,0.08962775863756062,0.35248785758361917,0.46261952198337086,1.505722598382304,49,
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS,0.052545155993431854,0.1603985947258848,0.2529611230696109,0.5516254193116115,1.5052368656014128,20,
BIOCARTA_SHH_PATHWAY,0.06153846153846154,0.17906169521890047,0.2377938344236881,0.5959875507399532,1.5045488124272373,15,
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,0.05582922824302135,0.1675715123990986,0.24504178543099617,0.5500453545460182,1.5009252953728747,20,
REACTOME_SIGNALING_BY_KIT_IN_DISEASE,0.05582922824302135,0.1675715123990986,0.24504178543099617,0.5497963140753179,1.5002457311533857,20,
REACTOME_RORA_ACTIVATES_GENE_EXPRESSION,0.061258278145695365,0.17876685841349638,0.2343926472946861,0.5653102239859841,1.499532288326281,18,
REACTOME_RHO_GTPASE_CYCLE,1.7046450552037662e-4,0.002156699661615398,0.5188480777437918,0.35392081479491216,1.4975935315287605,442,
REACTOME_DISEASES_OF_GLYCOSYLATION,0.007741742334228059,0.03937848072804552,0.40701791892395395,0.3932527631726145,1.4964283445767028,139,
REACTOME_PROGRAMMED_CELL_DEATH,0.00420751352609144,0.02423867302206567,0.40701791892395395,0.3773314498549494,1.495868479078534,204,
WP_EICOSANOID_SYNTHESIS,0.044657097288676235,0.14375126808383865,0.27128855468895297,0.5195160586839278,1.4946822693587785,25,
REACTOME_FLT3_SIGNALING,0.03877704523090177,0.1304971606339607,0.3217759180753611,0.4864273857137347,1.491801984023176,38,
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.017370510388731015,0.07271712954680715,0.35248785758361917,0.41046070098005044,1.4908410936197756,102,
WP_MITOCHONDRIAL_IMMUNE_RESPONSE_TO_SARSCOV2,0.039619651347068144,0.13199947173798202,0.2878571172551493,0.5121153741730317,1.4885628334575807,29,
PID_ERBB4_PATHWAY,0.0409711684370258,0.13553017639426282,0.27650059925447157,0.48894154417866287,1.4871370015264727,36,
PID_VEGFR1_2_PATHWAY,0.01734424238398024,0.07271712954680715,0.35248785758361917,0.4367239634853729,1.4858334997213816,69,
REACTOME_SIGNALING_BY_PDGF,0.026684945298783607,0.10019175598855892,0.35248785758361917,0.4475372785974904,1.4845068190220574,58,
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,0.03764357349298768,0.1281933618611284,0.3217759180753611,0.48099892508736297,1.4838915374971784,39,
BIOCARTA_STRESS_PATHWAY,0.04674457429048414,0.1485570810916976,0.27128855468895297,0.5336172705801532,1.4830136266320404,23,
REACTOME_DNA_METHYLATION,0.044657097288676235,0.14375126808383865,0.27128855468895297,0.5153921439461113,1.4828174922533768,25,
PID_S1P_S1P1_PATHWAY,0.05647840531561462,0.16825682895069097,0.24504178543099617,0.5419595897382081,1.4818935239541224,21,
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,0.020382706555419086,0.08181733012908184,0.35248785758361917,0.4074750298903268,1.479996788325835,102,
